slug,jp_verse,en_verse
cow,静かな草原に立つ牛は、\n\n    急がず、ただ今日を食べている。\n\n    穏やかさにも力がある。,"The cow standing in the quiet field\neats the day without hurry.\nThere is strength in gentleness."
special,王冠も宝石も、\n\n    特別であることを保証しない。\n\n    真の価値は行いに宿る。,"Crowns and jewels\ndo not guarantee greatness.\nTrue worth lives in one's actions."
revelation,開かれた書物の前で、\n\n    人は初めて真実を恐れる。\n\n    啓示は光であり重みでもある。,"Before the opened book,\none first learns to fear truth.\nRevelation is both light and burden."
previous,古い時計の針は、\n\n    過ぎ去った時を静かに刻む。\n\n    先にあるものは記憶となる。,"The hands of the old clock\nquietly mark what has passed.\nWhat came before becomes memory."
wash,冷たい水に手を浸すたび、\n\n    心の曇りも流れてゆく。\n\n    洗うことは整えることである。,"Each time hands enter cool water,\nthe heart's cloudiness drifts away.\nTo wash is to restore order."
jammed_in,狭い隙間に挟まれても、\n\n    人はなお前へ進もうとする。\n\n    不自由の中にも意志がある。,"Even trapped within narrow spaces,\npeople still try to move forward.\nWill survives within constraint."
world,丸い地球を見つめながら、\n\n    人はまだ境界を描き続ける。\n\n    世界は広く、心は狭い。,"While gazing at the round earth,\npeople still continue drawing borders.\nThe world is wide, yet hearts are narrow."
tea,湯気の立つ一杯の茶は、\n\n    騒がしい日を静めてくれる。\n\n    小さな温もりは深く残る。,"A steaming cup of tea\nquiets a noisy day.\nSmall warmth lingers deeply."
stature,背丈だけではなく、\n\n    人は見えない部分で育ってゆく。\n\n    成熟は静かに現れる。,"Not only in height,\npeople grow in unseen ways.\nMaturity appears quietly."
fit,ぴたりと合う形を見ると、\n\n    心にも調和が生まれてくる。\n\n    一致には美しさがある。,"When forms fit perfectly together,\nharmony begins within the heart.\nThere is beauty in alignment."
pagoda,空へ伸びる塔の影は、\n\n    祈りが積み重なった姿である。\n\n    高みは静けさを呼ぶ。,"The pagoda rising toward the sky\nis prayer stacked upon prayer.\nHeight calls forth silence."
king,王冠を戴く者より、\n\n    民の涙を知る者が尊い。\n\n    支配より慈しみが深い。,"Greater than one who wears a crown\nis one who knows the people's tears.\nCompassion reaches deeper than rule."
ball,磨かれた玉は、\n\n    小さくとも光を返し続ける。\n\n    美しさは丁寧さから生まれる。,"The polished sphere,\nthough small, continues reflecting light.\nBeauty is born from careful attention."
treasure,宝箱の中よりも、\n\n    失いたくない記憶の方が重い。\n\n    宝は心の中にも眠る。,"Heavier than treasure in a chest\nare the memories one fears to lose.\nTreasure also sleeps within the heart."
pearl,深い海の静けさの中で、\n\n    小さな真珠は時を重ねる。\n\n    価値は急いでは生まれない。,"Within the silence of the deep sea,\na pearl gathers time slowly.\nWorth is never created in haste."
present,過去と未来の間に立ち、\n\n    人は今という灯を見つめる。\n\n    現在だけが触れられる。,"Standing between past and future,\none gazes upon the light called now.\nOnly the present can be touched."
toy_with,子どもたちは小さな世界を作り、\n\n    笑いながら壊してゆく。\n\n    遊びは創造の始まりである。,"Children build tiny worlds\nand laughingly destroy them again.\nPlay is the beginning of creation."
lunatic,狂気の叫びの奥にも、\n\n    誰にも届かなかった痛みがある。\n\n    恐ろしさの裏に孤独が眠る。,"Behind the scream of madness\nlies pain no one ever reached.\nLoneliness sleeps beneath terror."
flourishing,枝を広げる木のように、\n\n    命は静かに満ちてゆく。\n\n    繁栄は根の深さから始まる。,"Like a tree spreading its branches,\nlife quietly grows full.\nFlourishing begins with deep roots."
emperor,玉座に座る皇帝も、\n\n    夕暮れには一人の人となる。\n\n    権威は永遠ではない。,"Even the emperor upon the throne\nbecomes merely a man at dusk.\nAuthority is never eternal."
